aabbbabbabaabaa aabaaaabbabaabb
ababbabbbbbaaab aaababbbabbaaab
aaababbbabbaaab aaaabbaaabbabaa
aaaabbaaabbabaa aaaaaabbbababbb
aaaaaabbbababbb ababaaabaabbabb
ababaaabaabbabb aaabaaabbaaaabb
aaabaaabbaaaabb aabaabaaabaaaab
aabaabaaabaaaab ababaabaababaaa
ababaabaababaaa abaabbbbaaaabba
abaabbbbaaaabba aaabaaaaabaaaaa
aaabaaaaabaaaaa aaaaabbabaaabbb
aaaaabbabaaabbb abaabbabbbbaaba
abaabbabbbbaaba abababababbbbba
abababababbbbba aaabbabbbababaa
aaabbabbbababaa aabbbbaabaababa
aabbbbaabaababa abaabbbaaabbaba
abaabbbaaabbaba aaaabbbbbbaaaab
aaaabbbbbbaaaab aaaaabaabbbbbbb
aaaaabaabbbbbbb aababbaabaaabbb
aababbaabaaabbb aaabaabbabbbbbb
aaabaabbabbbbbb ababaabaabbbbab
ababaabaabbbbab aaaaabbbabbbbbb
aaaaabbbabbbbbb abaaaabaabbaaba
abaaaabaabbaaba aaabbabbbabbbaa
aaabbabbbabbbaa abaabbbaaaaabaa
abaabbbaaaaabaa aabbaababbaabaa
aabbaababbaabaa aaabbaaaaababbb
aaabbaaaaababbb aabababbbbaabaa
aabababbbbaabaa aaaabbaabaababa
aaaabbaabaababa aababbaaaababaa
aababbaaaababaa aabbaabbbbbabaa
aabbaabbbbbabaa aaaabbbbbbaabab
aaaabbbbbbaabab aabbabbbaaabbab
aabbabbbaaabbab aababbabbaabaaa
aababbabbaabaaa aaabbbabbbababa
aaabbbabbbababa aaabaaabbabaaaa
aaabaaabbabaaaa aabaabbbababbab
aabaabbbababbab aabbbaaaabababb
aabbbaaaabababb abababbabbaaaaa
abababbabbaaaaa aaabbaabaababaa
aaabbaabaababaa ababababbaabbba
ababababbaabbba aababbbbaaaabbb
aababbbbaaaabbb aabbbabababaaba
aabbbabababaaba aaaabaababaaabb
aaaabaababaaabb aabbbaaaaaaaaab
aabbbaaaaaaaaab aabbabbaabbbbbb
aabbabbaabbbbbb abaaabaaababbab
abaaabaaababbab ababaabbaababbb
ababaabbaababbb ababbaaaabaabab
ababbaaaabaabab aabaababbabbbba
aabaababbabbbba aaaaaababbaabba
aaaaaababbaabba aaababbababbaab
aaababbababbaab aaaabaaabbbbbab
aaaabaaabbbbbab abaabbbabaaaaaa
abaabbbabaaaaaa aababaaaabbaabb
aababaaaabbaabb aabaaaaabababba
aabaaaaabababba aaabbaabbbbbaaa
aaabbaabbbbbaaa aababababbabbbb
aababababbabbbb aaaaaabaabababa
aaaaaabaabababa aaaaaaababaaaab
aaaaaaababaaaab abaaabbabaaaaab
abaaabbabaaaaab abaabaababbbabb
abaabaababbbabb aabbababaabaaba
aabbababaabaaba aaabbbaaaaababa
aaabbbaaaaababa aabbaaabbababba
aabbaaabbababba aabbbaabbabaabb
aabbbaabbabaabb aaaabaabbbabaab
aaaabaabbbabaab aabbaababbbaaaa
aabbaababbbaaaa aaaaaabbabbabaa
aaaaaabbabbabaa ababaababbbbbba
ababaababbbbbba aabbbaaaaabbbbb
aabbbaaaaabbbbb aaaababbbaababa
aaaababbbaababa aaaabbabbbbbaaa
aaaabbabbbbbaaa aaabaabaabaabba
aaabaabaabaabba abaaaaabbaaaaaa
abaaaaabbaaaaaa ababaaaaaabbbba
ababaaaaaabbbba aabababababbaab
aabababababbaab ababaababbbaaba
ababaababbbaaba aababaabababbba
aababaabababbba aaaabbababbbbbb
aaaabbababbbbbb aabbbbbabbabbaa
aabbbbbabbabbaa aababbababaabba
aababbababaabba aaaabbabbabbaaa
aaaabbabbabbaaa aababbaaaaabbab
aababbaaaaabbab aabaaabaabbbbab
aabaaabaabbbbab aaaaabbababaaaa
aaaaabbababaaaa abaabbabbbbabab
abaabbabbbbabab abaaabaababbaba
abaaabaababbaba ababaaabbabbbba
ababaaabbabbbba aaaababaaabbaab
aaaababaaabbaab aaabaaabababbaa
aaabaaabababbaa aaabbbbaaababba
aaabbbbaaababba aaabbabaabbbaab
aaabbabaabbbaab aaababbbbbbabab
aaababbbbbbabab abababbbbbabaaa
abababbbbbabaaa aaaababbbbaaaba
aaaababbbbaaaba aaabbbaabaabbba
aaabbbaabaabbba abaaabbaabbbaba
abaaabbaabbbaba aabbaababaaabba
aabbaababaaabba aabaaabaaaabbbb
aabaaabaaaabbbb aaabbbbabaabbab
aaabbbbabaabbab aaaaaaabaababbb
aaaaaaabaababbb aaabbababaaaaaa
aaabbababaaaaaa aaabaabbabbaaab
aaabaabbabbaaab aabaabaabbbbbba
aabaabaabbbbbba ababaababababaa
ababaababababaa aabbbaaabababab
aabbbaaabababab abaabbbbababbaa
abaabbbbababbaa aaabbabbabbbaab
aaabbabbabbbaab aabaabbbaaaaabb
aabaabbbaaaaabb abaabaababbbbaa
abaabaababbbbaa aaaaaabbbbaabab
aaaaaabbbbaabab aaabababaabaaab
aaabababaabaaab aaaaaaaaaabaaaa
aaaaaaaaaabaaaa aaaaabbaabaaaaa
aaaaabbaabaaaaa aaaabaabaaabaab
aaaabaabaaabaab aabbbaaaabbbaba
aabbbaaaabbbaba abaaabbbbbbbbbb
abaaabbbbbbbbbb aabbbabbbaabbaa
aabbbabbbaabbaa aababbbbaaaaaab
aababbbbaaaaaab ababababbaaabab
ababababbaaabab ababbbaaaabaaab
ababbbaaaabaaab aabaaaaabaaabbb
aabaaaaabaaabbb ababbaabbbbbaab
ababbaabbbbbaab aabaaabbabbaaba
aabaaabbabbaaba abaabababbbabab
abaabababbbabab aabbbababbabbba
aabbbababbabbba aababbbbaabaabb
aababbbbaabaabb abaabaabbaaabbb
abaabaabbaaabbb aaabaababbaaaab
aaabaababbaaaab abaabaaaaabbaaa
abaabaaaaabbaaa abaababbabaaaaa
abaababbabaaaaa ababbababaaabaa
ababbababaaabaa aaaabababaabaab
aaaabababaabaab aababbbbbaaaabb
aababbbbbaaaabb aabbbbabbaababa
aabbbbabbaababa aabbaabaabaabaa
aabbaabaabaabaa abaabbaabaababb
abaabbaabaababb ababbabbbaabbab
ababbabbbaabbab abababbbbaaabab
abababbbbaaabab aaababababaabbb
aaababababaabbb aaababbaabbbbab
aaababbaabbbbab aaabaaaaaaababb
aaabaaaaaaababb abaaabaabbbbbaa
abaaabaabbbbbaa aaaaaaabaabbaab
aaaaaaabaabbaab ababaaaabababba
ababaaaabababba ababbbabababbab
ababbbabababbab aabbbabaabababa
aabbbabaabababa aaaabbbaaaabaab
aaaabbbaaaabaab aabaaaabbbbaabb
aabaaaabbbbaabb aababbaaaabbbba
aababbaaaabbbba aaaaababbaaabba
aaaaababbaaabba aabbbbbaaaaabab
aabbbbbaaaaabab aabbbaabbaabaaa
aabbbaabbaabaaa aaaaababbbaabbb
aaaaababbbaabbb aababbabbaaaaba
aababbabbaaaaba ababbbaaaaabaab
ababbbaaaaabaab aaaaaaaabaaaabb
aaaaaaaabaaaabb abababbaabaabaa
abababbaabaabaa aaaaabbaababbaa
aaaaabbaababbaa aaaaababaabaaba
aaaaababaabaaba aabbbbaabbbaaba
aabbbbaabbbaaba aabbaaabaababaa
aabbaaabaababaa aabaababaaababa
aabaababaaababa aababaababbbbaa
aababaababbbbaa aaabaabbbaaaaba
aaabaabbbaaaaba aaaabbababbbbba
aaaabbababbbbba aabbbabbbbbbaaa
aabbbabbbbbbaaa ababbaaabbaaabb
ababbaaabbaaabb aaaaabaaabaabab
aaaaabaaabaabab aabbbabaaabbbba
aabbbabaaabbbba ababbaabbababab
ababbaabbababab aaabaaabbbabbba
aaabaaabbbabbba ababbbababaabab
ababbbababaabab abaabbbaaabbabb
abaabbbaaabbabb aaabbababaaabba
aaabbababaaabba aababaabbababab
aababaabbababab aabaaaabbbbbaaa
aabaaaabbbbbaaa aabaaabababbaab
aabaaabababbaab aaabbabaabaaaaa
aaabbabaabaaaaa aaabbaaabbababa
aaabbaaabbababa aaaaaaababaaabb
aaaaaaababaaabb aabaaaababbaaaa
aabaaaababbaaaa abaaabaaabaaaaa
abaaabaaabaaaaa abaaabbbabbabaa
abaaabbbabbabaa aababbbabbabaaa
aababbbabbabaaa abababaabaaabab
abababaabaaabab aaabbaaabbbabab
aaabbaaabbbabab aaabaabbbbbbbba
aaabaabbbbbbbba aaaabbbabbaaabb
aaaabbbabbaaabb aaaabbaabaababb
aaaabbaabaababb abaaabaaabbbaaa
abaaabaaabbbaaa aabbbbbaabbabaa
aabbbbbaabbabaa aaaabababbbaaaa
aaaabababbbaaaa aaabbbaaaaabbba
aaabbbaaaaabbba aaabbbaaabababb
aaabbbaaabababb aabaaaabaabbbbb
aabaaaabaabbbbb aabaaabbababbaa
aabaaabbababbaa aaaabbbbaabbaaa
aaaabbbbaabbaaa abababababbbbbb
abababababbbbbb ababbaaaaabaaab
ababbaaaaabaaab aaaaaabababaabb
aaaaaabababaabb ababbaaaabbbbab
ababbaaaabbbbab aaaabbbbaababba
aaaabbbbaababba aaaaaaaabababab
aaaaaaaabababab abaaabaabbabaaa
abaaabaabbabaaa aaabbaaaabbbbaa
aaabbaaaabbbbaa abaabaabbaaaaaa
abaabaabbaaaaaa abaaabbbaabbaba
abaaabbbaabbaba abaababbaaaabbb
abaababbaaaabbb abaabaababababb
abaabaababababb abaaabbbaaaaaab
abaaabbbaaaaaab aababaaaaabbbba
aababaaaaabbbba abaaababbabbabb
abaaababbabbabb abaaaabaababbba
abaaaabaababbba abaabaababaaaab
abaabaababaaaab aaabaaaaabbbaaa
aaabaaaaabbbaaa ababaabbaaaaabb
ababaabbaaaaabb abaabababaababa
abaabababaababa aaabaabaaababaa
aaabaabaaababaa aababbabaaababa
aababbabaaababa abaabbabababbba
abaabbabababbba aaabbaabbbbaaab
aaabbaabbbbaaab aabababaaaaabab
aabababaaaaabab aaaaaababbbaabb
aaaaaababbbaabb aaaabaaaabababb
aaaabaaaabababb aabbababaabbbab
aabbababaabbbab abababbbaaababa
abababbbaaababa aaababbbbabbaab
aaababbbbabbaab ababbbabbabbabb
ababbbabbabbabb abaabaaaaabbaab
abaabaaaaabbaab aaabbaababbabba
aaabbaababbabba abaaababaaaabbb
abaaababaaaabbb ababbabbbaaaaab
ababbabbbaaaaab abaaaabaaabbaaa
abaaaabaaabbaaa aaaababbbbababa
aaaababbbbababa aabbbbabbbbbabb
aabbbbabbbbbabb aaaaabbbbaabbaa
aaaaabbbbaabbaa aaaabbaabaaaabb
aaaabbaabaaaabb aaababbabababab
aaababbabababab aaaabaaaaabbabb
aaaabaaaaabbabb ababaabaababbab
ababaabaababbab aabbbbaabbabaaa
aabbbbaabbabaaa aabbaabbbbabaab
aabbaabbbbabaab aabbabbabaabbbb
aabbabbabaabbbb aaaabbbbbbbbbbb
aaaabbbbbbbbbbb aababaaabbbbbaa
aababaaabbbbbaa abaaaabbbabbabb
abaaaabbbabbabb aaaabaabaabbbaa
aaaabaabaabbbaa aabbbaaaaaabbba
aabbbaaaaaabbba aaabbbabbaabbaa
aaabbbabbaabbaa aaaaabbbaabbbba
aaaaabbbaabbbba aabaaaaaaababba
aabaaaaaaababba aababaabababbaa
aababaabababbaa abaaaaabaabbaab
abaaaaabaabbaab aabbaaaabaaaabb
aabbaaaabaaaabb aababaabababaaa
aababaabababaaa aaabbbabaababbb
aaabbbabaababbb aabbbababbbbbbb
aabbbababbbbbbb ababbaabbbabbba
ababbaabbbabbba abaabbbbbbbabaa
abaabbbbbbbabaa ababaaaaaaaaaab
ababaaaaaaaaaab aabaabaabbabbba
aabaabaabbabbba aabbbbabbbbabaa
aabbbbabbbbabaa abaaabbabbbbaaa
abaaabbabbbbaaa ababbaaababbbba
ababbaaababbbba aaaabbbbbaaabbb
aaaabbbbbaaabbb aabbabbbbabaabb
aabbabbbbabaabb ababbabbbbbaabb
ababbabbbbbaabb abababababbabba
abababababbabba abaaababaaabaaa
abaaababaaabaaa aaaabaaaabbaaba
aaaabaaaabbaaba aabbbbbbabbbbba
aabbbbbbabbbbba ababbababaabaaa
ababbababaabaaa abaabbbabababba
abaabbbabababba aaabaaaaabaaaab
aaabaaaaabaaaab aabaaaaabaabbbb
aabaaaaabaabbbb aabaaabaabababa
aabaaabaabababa aabbbbaaabbbbba
aabbbbaaabbbbba aaabaaabbabbbaa
aaabaaabbabbbaa aababaababaaaba
aababaababaaaba aabbbabbabbbaab
aabbbabbabbbaab aabbbbaaaabaaba
aabbbbaaaabaaba aaaabbbabbabaaa
aaaabbbabbabaaa aaabaaabbbbabbb
aaabaaabbbbabbb aabbaabababbbbb
aabbaabababbbbb abababbbbbbbaab
abababbbbbbbaab aaababbbbaaaabb
aaababbbbaaaabb aaabbabaaababab
aaabbabaaababab aaabbbaabbabaaa
aaabbbaabbabaaa aaaaabbbaabbaba
aaaaabbbaabbaba abaaabbbaababba
abaaabbbaababba abaababaababbba
abaababaababbba abaabbabbaaabba
abaabbabbaaabba aaabbaabbaabaab
aaabbaabbaabaab ababbaaabbbabab
ababbaaabbbabab aababababbababa
aababababbababa aaaaaaaaabaaaaa
aaaaaaaaabaaaaa aaababbaaaabbab
aaababbaaaabbab aaabbaabbaaabab
aaabbaabbaaabab aabbbbbaaababaa
aabbbbbaaababaa aabababaaabbaba
aabababaaabbaba aabbaaaabaabbba
aabbaaaabaabbba abaababbbaaabba
abaababbbaaabba aabaabbaaabaaab
aabaabbaaabaaab abaaabbabababab
abaaabbabababab aababbbbabbaaba
aababbbbabbaaba aaabbabababbabb
aaabbabababbabb ababaaabbababba
ababaaabbababba aabaaaababbabbb
aabaaaababbabbb abaabbbbbabbaba
abaabbbbbabbaba aaaabbabbabaaab
aaaabbabbabaaab aaababbaaaabbaa
aaababbaaaabbaa aabbbbbabaabaaa
aabbbbbabaabaaa aaabbbbbabbbbab
aaabbbbbabbbbab abaaabbbbbabbbb
abaaabbbbbabbbb abaabbaabbbbbba
abaabbaabbbbbba abababababbbabb
abababababbbabb aaaabaabbabaaaa
aaaabaabbabaaaa abaabbbaaabbbbb
abaabbbaaabbbbb aaabaaaaaaabbaa
aaabaaaaaaabbaa aaabaaabbbaabaa
aaabaaabbbaabaa aabbbaabaabbaba
aabbbaabaabbaba aababbbbababbaa
aababbbbababbaa ababbaabbaaaaaa
ababbaabbaaaaaa abaaaabaabaabbb
abaaaabaabaabbb aabaaabbbbbabab
aabaaabbbbbabab aaaaaaaababbaab
aaaaaaaababbaab aabbaaaaabaaaab
aabbaaaaabaaaab aabbabbaaabaaaa
aabbabbaaabaaaa abaaaabbbabaaaa
abaaaabbbabaaaa aababaaaabbabba
aababaaaabbabba aaabaaabaabaaba
aaabaaabaabaaba aabababaabbbaab
aabababaabbbaab aaaaabbabababba
aaaaabbabababba aabbbbaaaababba
aabbbbaaaababba abaababbabbbaab
abaababbabbbaab aabaabaaababbab
aabaabaaababbab ababaababaabaab
ababaababaabaab abababaabbbbbab
abababaabbbbbab aabbbaaaababbab
aabbbaaaababbab ababaaababababb
ababaaababababb aaaaabababababa
aaaaabababababa ababbaabbabaaab
ababbaabbabaaab aabbbbaaabaabbb
aabbbbaaabaabbb aaaababbbbbaaab
aaaababbbbbaaab abaaabbababbbaa
abaaabbababbbaa abaaaaabbaababa
abaaaaabbaababa ababbabaabaabba
ababbabaabaabba aabbaaaababbaab
aabbaaaababbaab abaaabaaaaaabaa
abaaabaaaaaabaa aaababaaaabaabb
aaababaaaabaabb aaababbbabbbaab
aaababbbabbbaab abaabbabbbbbaba
abaabbabbbbbaba abaabaaababaabb
abaabaaababaabb aabaabbbaabaaba
aabaabbbaabaaba abababbbabababb
abababbbabababb abaabbababbbaab
abaabbababbbaab aaaabbabbababaa
aaaabbabbababaa abababaabbbabba
abababaabbbabba ababaabaaaabbbb
ababaabaaaabbbb aabaaababbbbbab
aabaaababbbbbab abaabbbaabbbbab
abaabbbaabbbbab abaaabbbabbaabb
abaaabbbabbaabb aaabbbbbbaababa
aaabbbbbbaababa ababbaabbbababb
ababbaabbbababb abababbbaaaabab
abababbbaaaabab aaaaaabbbbbbaba
aaaaaabbbbbbaba aabbbaabaaaabab
aabbbaabaaaabab abaabbabbababab
abaabbabbababab abaababbbababab
abaababbbababab aababbbabbbaabb
aababbbabbbaabb aababbaaabbaaaa
aababbaaabbaaaa abaaabbbbaabaaa
abaaabbbbaabaaa aaababbabaababb
aaababbabaababb abaaaabbbbababb
abaaaabbbbababb abaabaabababaaa
abaabaabababaaa aaaaabaabaaaaba
aaaaabaabaaaaba ababbababaabbbb
ababbababaabbbb aabaabbaaaaabab
aabaabbaaaaabab aaabbaaaababaaa
aaabbaaaababaaa aababaaaaaabbba
aababaaaaaabbba abaabbbbabbabab
abaabbbbabbabab aabaaaaabbaabbb
aabaaaaabbaabbb aabbbbbbbbbaabb
aabbbbbbbbbaabb ababaaabaabbbba
ababaaabaabbbba aaababbbaabbbab
aaababbbaabbbab aababbbabbaabbb
aababbbabbaabbb abaaababbbabaaa
abaaababbbabaaa aaabaaabbabbaab
aaabaaabbabbaab aaababaabaaabaa
aaababaabaaabaa aaaabbbabababab
aaaabbbabababab ababbaabbabbaba
ababbaabbabbaba aaabaaaabbabaaa
aaabaaaabbabaaa aaaababbbbbbbab
aaaababbbbbbbab aabaaaaaabbabbb
aabaaaaaabbabbb aabbbaabaabaabb
aabbbaabaabaabb aaababbabaabaab
aaababbabaabaab aabbaaabbaabaab
aabbaaabbaabaab abaabbaaaaabbba
abaabbaaaaabbba abababbbbbbaaab
abababbbbbbaaab ababbaaaaabaabb
ababbaaaaabaabb aababbbabbbabab
aababbbabbbabab abaabbbaabbbabb
abaabbbaabbbabb aaaabbbabbaaaab
aaaabbbabbaaaab aabaaabaaaaabab
aabaaabaaaaabab aaaaabaaabbbbbb
aaaaabaaabbbbbb aaabbbaabbbbaaa
aaabbbaabbbbaaa aaaaaabbbbaaaba
aaaaaabbbbaaaba abaaabaababaabb
abaaabaababaabb aabbabbbababbbb
aabbabbbababbbb aababbabbbbabab
aababbabbbbabab aababbaababaaaa
aababbaababaaaa aaaababbbaababb
aaaababbbaababb aaaabaabbbaaaab
aaaabaabbbaaaab aaaaabbaaabbaab
aaaaabbaaabbaab abaabbabaaaabbb
abaabbabaaaabbb aaaaaabaabbbaaa
aaaaaabaabbbaaa aaabbbbbabaaabb
aaabbbbbabaaabb abaaabbaaaaabab
abaaabbaaaaabab aaaabbaabbaaabb
aaaabbaabbaaabb aabbbaaabbabbaa
aabbbaaabbabbaa aabaababbaaaaaa
aabaababbaaaaaa aaabaabaabbbbaa
aaabaabaabbbbaa aaaaaaaababbabb
aaaaaaaababbabb ababaaabbaababb
ababaaabbaababb ababbaaabababab
ababbaaabababab aabbabbabbababa
aabbabbabbababa aaaaaaaabbbabaa
aaaaaaaabbbabaa aababbbbbabbaab
aababbbbbabbaab aaababababaabaa
aaababababaabaa aaabbabaababbab
aaabbabaababbab aaababbbbbaabba
aaababbbbbaabba aababaaabbbbaba
aababaaabbbbaba ababbbabbaaabbb
ababbbabbaaabbb ababbaabaaaabbb
ababbaabaaaabbb ababbaaaaabbbab
ababbaaaaabbbab aaaababbabababb
aaaababbabababb aabbabbbaabbaaa
aabbabbbaabbaaa aaabbbbabbabbab
aaabbbbabbabbab abaaaaaabbaaaaa
abaaaaaabbaaaaa aaababbabbbbabb
aaababbabbbbabb abaabbbabaaabab
abaabbbabaaabab abababaabbbabab
abababaabbbabab abaabbbbaaabaab
abaabbbbaaabaab aabbbabbbbbbaab
aabbbabbbbbbaab abaabaaabababaa
abaabaaabababaa aaaabbaabbbabbb
aaaabbaabbbabbb aaaaabbaabbbaba
aaaaabbaabbbaba aabaaabbaaababa
aabaaabbaaababa aaaabaaaabbaabb
aaaabaaaabbaabb aaabbabbabababb
aaabbabbabababb abaaaaaabbbbbba
abaaaaaabbbbbba aaaabbbaaaabbba
aaaabbbaaaabbba abaaaabbbaaabab
abaaaabbbaaabab aabbbbababaaaaa
aabbbbababaaaaa abaaaaabbbbaaaa
abaaaaabbbbaaaa aabbbbbaabbbbbb
aabbbbbaabbbbbb abaaabbbabaaaab
abaaabbbabaaaab aaaaababbaaaaab
aaaaababbaaaaab abaaababaabbaab
abaaababaabbaab abaaabaabaaabab
abaaabaabaaabab aaaaaaabbbaaabb
aaaaaaabbbaaabb aaabbabaaabbabb
aaabbabaaabbabb aabbabbabbababb
aabbabbabbababb abaabbbbbaaaabb
abaabbbbbaaaabb ababaabaabbbbaa
ababaabaabbbbaa aaabbbaabbaabab
aaabbbaabbaabab aaabababbbababa
aaabababbbababa aabbbababbababb
aabbbababbababb aabbbaaaaabbbaa
aabbbaaaaabbbaa aaaaabaaaabbaaa
aaaaabaaaabbaaa ababaaababaaaba
ababaaababaaaba aabbbaabaababab
aabbbaabaababab aaaabaabbbabbba
aaaabaabbbabbba aaabbaaabbbbbaa
aaabbaaabbbbbaa aabbbaabbabbbaa
aabbbaabbabbbaa aaaaabbaababbbb
aaaaabbaababbbb abaaaababbabaaa
abaaaababbabaaa abaaaaabababaab
abaaaaabababaab abaabbaababbbaa
abaabbaababbbaa aaabbbbbbbbbbaa
aaabbbbbbbbbbaa abaababbbabbbaa
abaababbbabbbaa abaabbababbabba
abaabbababbabba aaaababaaaaaaaa
aaaababaaaaaaaa abaaababbbbbaab
abaaababbbbbaab abaaaaababbaaaa
abaaaaababbaaaa aaaababaaaabbba
aaaababaaaabbba aaabbaaaaabbabb
aaabbaaaaabbabb aabbabbbababbab
aabbabbbababbab aabababbbaaaaaa
aabababbbaaaaaa aabbababaaaaabb
aabbababaaaaabb aaabbabbbaaabbb
aaabbabbbaaabbb aabaaabbbbbaaaa
aabaaabbbbbaaaa aabbbbababbbbaa
aabbbbababbbbaa aabbaaabbbbbaab
aabbaaabbbbbaab abaaabbbaaaaaba
abaaabbbaaaaaba abaaaabaaaababa
abaaaabaaaababa abababbbbbaaabb
abababbbbbaaabb aaaaaabababbbba
aaaaaabababbbba aaabbabbaaababb
aaabbabbaaababb aaaababbabaabab
aaaababbabaabab aaaaaababaaaabb
aaaaaababaaaabb abaabaabaabaaab
abaabaabaabaaab aaaabaaababbaba
aaaabaaababbaba abaabbbaaabbbba
abaabbbaaabbbba aaaaaabbaaabbbb
aaaaaabbaaabbbb aababbbbbabbbaa
aababbbbbabbbaa aaabaabbababbaa
aaabaabbababbaa aaaaabaaaaababa
aaaaabaaaaababa aabbaabbabbaabb
aabbaabbabbaabb aababaababaabbb
aababaababaabbb abababbaabaaaab
abababbaabaaaab aaabbabaabaabba
aaabbabaabaabba aabbbaabaabbbaa
aabbbaabaabbbaa aaaabbababbbabb
aaaabbababbbabb aaaabaaaababbba
aaaabaaaababbba ababbababbbbbab
ababbababbbbbab aabbabaaaaaabaa
aabbabaaaaaabaa abaaabaabbaabba
abaaabaabbaabba aabbaaabbbbbbbb
aabbaaabbbbbbbb abaaaaababbabba
abaaaaababbabba aaabbaaabbbbbbb
aaabbaaabbbbbbb aababbbabbaaabb
aababbbabbaaabb aaabbbbaaabaaab
aaabbbbaaabaaab ababbabbbbbbbaa
ababbabbbbbbbaa aabbbbaaaaabbba
aabbbbaaaaabbba ababbababaabbba
ababbababaabbba aabaaabbabbbabb
aabaaabbabbbabb aaabbbaaaaababb
aaabbbaaaaababb aaaabaaabbaabba
aaaabaaabbaabba abaabbbaabaaaab
abaabbbaabaaaab abaaabbabaababa
abaaabbabaababa aaaababbbbbbbba
aaaababbbbbbbba aababaabbaaabba
aababaabbaaabba aabaabbbabbabab
aabaabbbabbabab abaaabbbbbaaaba
abaaabbbbbaaaba aaabaabbaabbaab
aaabaabbaabbaab aaaaabaabbabbbb
aaaaabaabbabbbb aabbaaababbabbb
aabbaaababbabbb ababaabbbabaaba
ababaabbbabaaba abaaabbbbbababb
abaaabbbbbababb aabbabababbaaba
aabbabababbaaba aababbbaaaaaaab
aababbbaaaaaaab abaaabbbbbbabaa
abaaabbbbbbabaa aaaabbaaaabbaab
aaaabbaaaabbaab aabbabaaaababbb
aabbabaaaababbb abaaaabbbbbabbb
abaaaabbbbbabbb abaaaabbababbab
abaaaabbababbab aaabbbaabbbabbb
aaabbbaabbbabbb aaabbbbbbbabbab
aaabbbbbbbabbab aabbabaababbbbb
aabbabaababbbbb abaabaabbabaaba
abaabaabbabaaba abababaabaaaaaa
abababaabaaaaaa abaabaabaaabbbb
abaabaabaaabbbb aaaabbbaaaaabab
aaaabbbaaaaabab ababababbbbaaab
ababababbbbaaab aabaabaaaaaabbb
aabaabaaaaaabbb aabbabbbabaabbb
aabbabbbabaabbb ababbababbabaab
ababbababbabaab ababaababaaaaba
ababaababaaaaba aabbabbbaababaa
aabbabbbaababaa aababaaabaaabba
aababaaabaaabba abaabbaaaabaaab
abaabbaaaabaaab aababaabaabbbaa
aababaabaabbbaa aababaabaabbbab
aababaabaabbbab ababbabbabbaaba
ababbabbabbaaba abaababbaaabbab
abaababbaaabbab aabaababbaababb
aabaababbaababb aabbabbabbbaaab
aabbabbabbbaaab aabbbaaabaabbab
aabbbaaabaabbab aababbbaaababbb
aababbbaaababbb aabbbbbaaabbbab
aabbbbbaaabbbab ababaaaaabaaaab
ababaaaaabaaaab aabbabbabbabbba
aabbabbabbabbba abaabababaaabaa
abaabababaaabaa aaabaabbaabbaaa
aaabaabbaabbaaa aaaaabaaabaabbb
aaaaabaaabaabbb aabbbbbabbaaaab
aabbbbbabbaaaab aababbaaaababbb
aababbaaaababbb aaababbbbaabaaa
aaababbbbaabaaa aaabbaaabbbaaaa
aaabbaaabbbaaaa aaabbaababbabaa
aaabbaababbabaa aabababbaaaabab
aabababbaaaabab abaaabbaabbaabb
abaaabbaabbaabb aabaaabbaaabaab
aabaaabbaaabaab aabbbabaabbbaaa
aabbbabaabbbaaa abaabbbabbbabaa
abaabbbabbbabaa ababaaababaabab
ababaaababaabab abaaaaabbbbaaab
abaaaaabbbbaaab aaaaaabbbabaaba
aaaaaabbbabaaba ababbabbabbbbaa
ababbabbabbbbaa abaababbbbaabab
abaababbbbaabab aabbbbbbbaabbba
aabbbbbbbaabbba aaabaababbbbaba
aaabaababbbbaba abaaaabbabbbaba
abaaaabbabbbaba aabbababaabbaba
aabbababaabbaba aabbbbbabaaaabb
aabbbbbabaaaabb aabbbabaaababba
aabbbabaaababba abaaaaaabababab
abaaaaaabababab aaaabaabaababaa
aaaabaabaababaa aabbbbaabbababb
aabbbbaabbababb aabbbabbababbba
aabbbabbababbba aaaaabbbabbaabb
aaaaabbbabbaabb abaaabbbaaabbbb
abaaabbbaaabbbb abaabbbbbbbabab
abaabbbbbbbabab abababbbbbaabbb
abababbbbbaabbb aaaaabbbbaabbbb
aaaaabbbbaabbbb aaaaababbbbbaaa
aaaaababbbbbaaa aaaaaababaaaaaa
aaaaaababaaaaaa aaaabbababaabaa
aaaabbababaabaa aaaabaaabbbbaab
aaaabaaabbbbaab aaababbaaabbbaa
aaababbaaabbbaa aabaaaabaaaaabb
aabaaaabaaaaabb abaabbbbaaababb
abaabbbbaaababb aaaaaabaaaaabbb
aaaaaabaaaaabbb aaaabaabbabbbba
aaaabaabbabbbba aaaaabaabbababa
aaaaabaabbababa ababbbaaababbbb
ababbbaaababbbb aabbbbbaaaabbaa
aabbbbbaaaabbaa aaabbaaabbaabab
aaabbaaabbaabab abaababbbbbbaaa
abaababbbbbbaaa aabbbababbbbaaa
aabbbababbbbaaa aaabaabbbabbbbb
aaabaabbbabbbbb abaabbbbabaaaaa
abaabbbbabaaaaa aaaaabbaaaaaabb
aaaaabbaaaaaabb aababbbbbbbabba
aababbbbbbbabba aaabbbaaabbbaaa
aaabbbaaabbbaaa aabbabaaabaabbb
aabbabaaabaabbb aaabbbabaababaa
aaabbbabaababaa abaabbaabbababa
abaabbaabbababa ababaaabaaaaabb
ababaaabaaaaabb aaababbaabbabab
